cprovincia	cciudad	cparroquia	nombre	zona
14	01	51	ALSHI (CAB. EN 9 DE OCTUBRE)	R
14	01	53	GENERAL PROAÑO	R
14	01	54	*HUASAGA (CAB.EN WAMPUIK)	R
14	01	55	*MACUMA	R
14	01	56	SAN ISIDRO	R
14	01	57	SEVILLA DON BOSCO	R
14	01	58	SINAI	R
14	01	59	*TAISHA	R
14	01	60	ZUÑA (ZUÑAC)	R
14	01	61	*TUUTINENTZA	R
14	01	62	CUCHAENTZA	R
14	01	63	*SAN JOSE DE MORONA	R
14	01	64	RIO BLANCO	R
14	02	01	GUALAQUIZA	U
14	02	02	MERCEDES MOLINA	U
14	02	50	GUALAQUIZA, CABECERA CANTONAL	U
14	02	51	AMAZONAS (ROSARIO DE CUYES)	R
14	02	52	BERMEJOS	R
14	02	53	BOMBOIZA	R
14	02	54	CHIGÜINDA	R
14	02	55	EL ROSARIO	R
14	02	56	NUEVA TARQUI	R
14	02	57	SAN MIGUEL DE CUYES	R
14	02	58	EL IDEAL	R
14	03	51	INDANZA	R
14	03	52	*PAN DE AZUCAR	R
14	03	55	*SAN JUAN BOSCO	R
14	03	56	SAN MIGUEL DE CONCHAY	R
14	03	58	YUNGANZA (CAB. EN EL ROSARIO)	R
14	04	50	PALORA (METZERA),CABECERA CANTONAL	U
17	01	29	SAN ISIDRO DEL INCA	U
17	01	30	SAN JUAN	U
17	01	31	SOLANDA	U
17	01	32	TURUBAMBA	U
01	03	60	SIMON BOLIVAR (CAB. EN GAÑANZOL)	R
01	04	55	*LA PAZ	R
01	11	53	LUIS GALARZA ORELLANA (CAB.EN DELEGSOL)	R
01	15	51	**EL CARMEN DE PIJILI	R
02	01	03	GUANUJO	U
02	01	53	JULIO E. MORENO (CATANAHUAN GRANDE)	R
02	02	51	SAN JOSE DEL TAMBO (TAMBOPAMBA)	R
02	05	54	SAN PABLO (SAN PABLO DE ATENAS)	R
03	02	51	NAZON (CAB. EN PAMPA DE DOMINGUEZ)	R
03	03	55	HONORATO VASQUEZ (TAMBO VIEJO)	R
04	01	56	TOBAR DONOSO (LA BOCANA DE CAMUMBI)	R
04	04	52	JIJON Y CAAMAÑO (CAB. EN RIO BLANCO)	R
04	04	53	JUAN MONTALVO (SAN IGNACIO DE QUIL)	R
05	02	01	EL CARMEN	U
05	02	02	LA MANA	U
05	02	03	EL TRIUNFO	U
05	02	51	GUASAGANDA (CAB.EN GUASAGANDA CENTRO)	R
05	05	51	ANTONIO JOSE HOLGUIN  (SANTA LUCIA)	R
06	01	06	*Licán	U
06	03	54	SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO)	R
07	01	05	EL CAMBIO	U
07	02	53	*LAS LAJAS (CAB. EN LA VICTORIA)	R
07	03	55	SAN JUAN DE CERRO AZUL	R
07	06	54	RIO BONITO	R
07	10	51	CAPIRO (CAB. EN LA CAPILLA DE CAPIRO)	R
07	12	03	BALNERIO JAMBELI (SATELITE)	U
07	12	04	JUMON (SATELITE)	U
07	12	05	NUEVO SANTA ROSA	U
07	14	01	LA VICTORIA	U
07	14	02	PLATANILLOS	U
07	14	03	VALLE HERMOSO	U
08	01	01	BARTOLOME RUIZ (CESAR FRANCO CARRION)	U
08	01	05	SIMON PLATA TORRES	U
08	01	52	CAMARONES (CAB. EN SAN VICENTE)	R
08	01	53	CRNEL. CARLOS CONCHA TORRES (CAB.EN HUELE)	R
08	02	55	LUIS VARGAS TORRES (CAB. EN PLAYA DE ORO)	R
08	03	54	QUINGUE (OLMEDO PERDOMO FRANCO)	R
08	03	58	SAN JOSE DE CHAMANGA (CAB.EN CHAMANGA)	R
08	04	52	CHURA (CHANCAMA) (CAB. EN EL YERBERO)	R
08	05	52	ANCON (PICHANGAL) (CAB. EN PALMA REAL)	R
08	07	52	CHUMUNDE	R
08	07	54	MONTALVO (CAB. EN HORQUETA)	R
08	08	50	LA CONCORDIA, CABECERA CANTONAL	U
09	02	50	ALFREDO BAQUERIZO MORENO (JUJAN), CABECERA CANTONAL	U
09	05	51	SAN JACINTO	R
09	06	01	DAULE	U
09	06	02	LA AURORA (SATÉLITE)	U
09	06	03	BANIFE	U
09	06	04	EMILIANO CAICEDO MARCOS	U
09	06	05	MAGRO	U
09	06	06	PADRE JUAN BAUTISTA AGUIRRE	U
09	06	07	SANTA CLARA	U
09	06	08	VICENTE PIEDREHITA	U
09	06	52	JUAN BAUTISTA AGUIRRE (LOS TINTOS)	R
09	06	56	LOS LOJAS (ENRIQUE BAQUERIZO MORENO)	R
09	07	01	ELOY ALFARO (DURAN)	U
09	07	02	EL RECREO	U
09	10	54	ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA)	R
09	16	01	SAMBORONDON	U
09	16	02	LA PUNTILLA (SATELITE)	U
09	20	50	SAN JACINTO DE YAGUACHI,CABECERA CANTONAL	U
09	20	51	*CRNEL. LORENZO DE GARAICOA (PEDREGAL)	R
09	20	52	*CRNEL. MARCELINO MARIDUEÑA (SAN CARLOS)	R
09	20	53	GRAL. PEDRO J. MONTERO (BOLICHE)	R
09	22	51	CRNEL.LORENZO DE GARAICOA (PEDREGAL)	R
10	01	05	LA DOLOROSA DEL PRIORATO	U
10	03	57	6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE)	R
10	03	58	VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO)	R
10	04	51	DR. MIGUEL EGAS CABEZAS (PEGUCHE)	R
10	04	59	SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA)	R
11	04	51	CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE)	R
11	04	53	*12 DE DICIEMBRE (CAB. EN ACHIOTES)	R
11	04	57	TNTE. MAXIMILIANO RODRIGUEZ LOAIZA	R
11	06	54	27 DE ABRIL (CAB. EN LA NARANJA)	R
11	07	57	*SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS)	R
11	08	01	GENERAL ELOY ALFARO (SAN SEBASTIAN)	U
11	08	02	MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA)	U
11	11	60	SUMAYPAMBA	R
11	13	55	BOLASPAMBA	R
11	14	52	12 DE DICIEMBRE (CAB.EN ACHIOTES)	R
11	15	52	SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS)	R
12	01	53	FEBRES CORDERO (LAS JUNTAS) (CAB. EN MATA DE CACAO)	R
12	08	51	ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES)	R
12	10	01	SAN JACINTO DE BUENA FE	U
12	10	02	7 DE AGOSTO	U
12	10	03	11 DE OCTUBRE	U
13	01	07	FRANCISCO PACHECO	U
13	01	08	18 DE OCTUBRE	U
13	01	09	SIMON BOLIVAR	U
13	04	51	WILFRIDO LOOR MOREIRA (MAICITO)	R
13	04	52	SAN PEDRO DE SUMA	R
13	05	51	SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO)	R
13	06	50	JIPIJAPA, CABECERA CANTONAL	U
13	06	52	EL ANEGADO (CAB. EN ELOY ALFARO)	R
13	08	52	SANTA MARIANITA (BOCA DE PACOCHE)	R
13	09	01	ANIBAL SAN ANDRES	U
13	09	02	MONTECRISTI	U
13	09	03	EL COLORADO	U
13	09	04	GENERAL ELOY ALFARO	U
13	09	05	LEONIDAS PROAÑO	U
13	13	52	HONORATO VASQUEZ (CAB. EN VASQUEZ)	R
13	13	55	SAN PABLO (CAB. EN PUEBLO NUEVO)	R
13	15	52	ANGEL PEDRO GILER (LA ESTANCILLA)	R
13	22	50	SAN VICENTE, CABECERA CANTONAL	U
13	22	51	CANOA	R
14	03	53	SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO	R
14	03	54	*SAN CARLOS DE LIMON (SAN CARLOS DEL ZAMORA)	R
14	03	57	SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA)	R
07	10	53	MOROMORO (CAB. EN EL VADO)	R
07	10	54	PIEDRAS	R
07	10	55	SAN ROQUE (AMBROSIO MALDONADO)	R
07	10	56	SARACAY	R
07	11	50	PORTOVELO, CABECERA CANTONAL	U
07	11	51	CURTINCAPA	R
07	11	52	MORALES	R
07	11	53	SALATI	R
07	12	01	SANTA ROSA	U
07	12	02	PUERTO JELI	U
07	12	50	SANTA ROSA, CABECERA CANTONAL	U
07	12	51	BELLAVISTA	R
07	12	52	JAMBELI	R
07	12	53	LA AVANZADA	R
07	12	54	SAN ANTONIO	R
07	12	55	TORATA	R
07	12	56	VICTORIA	R
07	12	57	BELLAMARIA	R
07	13	50	ZARUMA, CABECERA CANTONAL	U
07	13	51	ABAÑIN	R
07	13	52	ARCAPAMBA	R
07	13	53	GUANAZAN	R
07	13	54	GUIZHAGUIÑA	R
07	13	55	HUERTAS	R
07	13	56	MALVAS	R
07	13	57	MULUNCAY GRANDE	R
07	13	58	SINSAO	R
07	13	59	SALVIAS	R
07	14	50	LA VICTORIA, CABECERA CANTONAL	U
07	14	51	LA LIBERTAD	R
07	14	52	EL PARAISO	R
07	14	53	SAN ISIDRO	R
08	01	02	5 DE AGOSTO	U
08	01	03	ESMERALDAS	U
08	01	04	LUIS TELLO  (LAS PALMAS)	U
08	01	50	ESMERALDAS, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
08	01	51	*ATACAMES	R
08	01	54	CHINCA	R
08	01	55	*CHONTADURO	R
08	01	56	*CHUMUNDE	R
08	01	57	*LAGARTO	R
08	01	58	*LA UNION	R
08	01	59	MAJUA	R
08	01	60	*MONTALVO (CAB. EN HORQUETA)	R
08	01	61	*RIO VERDE	R
08	01	62	*ROCAFUERTE	R
08	01	63	SAN MATEO	R
08	01	64	*SUA (CAB. EN LA BOCANA)	R
08	01	65	TABIAZO	R
08	01	66	TACHINA	R
08	01	67	*TONCHIGUE	R
08	01	68	VUELTA LARGA	R
08	02	50	VALDEZ (LIMONES), CABECERA CANTONAL	U
08	02	51	ANCHAYACU	R
08	02	52	ATAHUALPA (CAB. EN CAMARONES)	R
08	02	53	BORBON	R
08	02	54	LA TOLA	R
08	02	56	MALDONADO	R
08	02	57	PAMPANAL DE BOLIVAR	R
08	02	58	SAN FRANCISCO DE ONZOLE	R
08	02	59	SANTO DOMINGO DE ONZOLE	R
08	02	60	SELVA ALEGRE	R
08	02	61	TELEMBI	R
08	02	62	COLON ELOY DEL MARIA	R
08	02	63	SAN JOSE DE CAYAPAS	R
08	02	64	TIMBIRE	R
08	03	50	MUISNE, CABECERA CANTONAL	U
08	03	51	BOLIVAR	R
08	03	52	DAULE	R
08	03	53	GALERA	R
08	03	55	SALIMA	R
08	03	56	SAN FRANCISCO	R
08	03	57	SAN GREGORIO	R
08	04	50	ROSA ZARATE (QUININDE), CABECERA CANTONAL	U
08	04	51	CUBE	R
08	04	53	MALIMPIA	R
08	04	54	VICHE	R
08	04	55	LA UNION	R
08	05	50	SAN LORENZO, CABECERA CANTONAL	U
08	05	51	ALTO TAMBO (CAB. EN GUADUAL)	R
08	05	53	CALDERON	R
08	05	54	CARONDELET	R
08	05	55	5 DE JUNIO (CAB. EN UIMBI)	R
08	05	56	CONCEPCION	R
08	05	57	MATAJE (CAB. EN SANTANDER)	R
08	05	59	SANTA RITA	R
08	05	60	TAMBILLO	R
08	05	61	TULULBI (CAB. EN RICAURTE)	R
08	05	62	URBINA	R
08	06	50	ATACAMES, CABECERA CANTONAL	U
08	06	51	LA UNION	R
08	06	52	SUA (CAB. EN LA BOCANA)	R
08	06	53	TONCHIGUE	R
08	06	54	TONSUPA	R
08	07	50	RIOVERDE, CABECERA CANTONAL	U
08	07	51	CHONTADURO	R
08	07	53	LAGARTO	R
08	07	55	ROCAFUERTE	R
09	01	01	AYACUCHO	U
09	01	02	BOLIVAR  (SAGRARIO)	U
09	01	03	CARBO (CONCEPCION)	U
09	01	04	FEBRES CORDERO	U
09	01	05	GARCIA MORENO	U
09	01	06	LETAMENDI	U
09	01	07	NUEVE DE OCTUBRE	U
09	01	08	OLMEDO  (SAN ALEJO)	U
09	01	09	ROCA	U
09	01	10	ROCAFUERTE	U
09	01	11	SUCRE	U
09	01	12	TARQUI	U
09	01	13	URDANETA	U
09	01	14	XIMENA	U
09	01	15	PASCUALES	U
09	01	50	GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
09	01	51	*CHONGON	R
09	01	52	JUAN GOMEZ RENDON (PROGRESO)	R
09	01	53	MORRO	R
09	01	54	*PASCUALES	R
09	01	55	*PLAYAS (GRAL. VILLAMIL)	R
09	01	56	POSORJA	R
09	01	57	PUNA	R
09	01	58	TENGUEL	R
09	03	50	BALAO, CABECERA CANTONAL	U
09	04	50	BALZAR, CABECERA CANTONAL	U
09	05	50	COLIMES, CABECERA CANTONAL	U
09	06	50	DAULE, CABECERA CANTONAL	U
09	06	51	*ISIDRO AYORA (SOLEDAD)	R
09	06	53	LAUREL	R
09	06	54	LIMONAL	R
09	06	55	*LOMAS DE SARGENTILLO	R
09	06	57	*PIEDRAHITA (NOBOL)	R
09	07	50	ELOY ALFARO (DURAN), CABECERA CANTONAL	U
09	08	50	VELASCO IBARRA (EL EMPALME), CABECERA CANTONAL	U
09	08	51	GUAYAS (PUEBLO NUEVO)	R
09	08	52	EL ROSARIO	R
09	09	50	EL TRIUNFO, CABECERA CANTONAL	U
09	10	50	MILAGRO, CABECERA CANTONAL	U
09	10	51	CHOBO	R
09	10	52	*GENERAL ELIZALDE (BUCAY)	R
09	10	53	MARISCAL SUCRE (HUAQUES)	R
09	11	50	NARANJAL, CABECERA CANTONAL	U
09	11	51	JESUS MARIA	R
09	11	52	SAN CARLOS	R
09	11	53	SANTA ROSA DE FLANDES	R
09	11	54	TAURA	R
09	12	50	NARANJITO, CABECERA CANTONAL	U
09	13	50	PALESTINA,CABECERA CANTONAL	U
09	14	50	PEDRO CARBO, CABECERA CANTONAL	U
09	14	51	VALLE DE LA VIRGEN	R
09	14	52	SABANILLA	R
09	16	50	SAMBORONDON, CABECERA CANTONAL	U
09	16	51	TARIFA	R
09	18	50	SANTA LUCIA, CABECERA CANTONAL	U
09	19	01	BOCANA	U
09	19	02	CANDILEJOS	U
09	19	03	CENTRAL	U
09	19	04	PARAISO	U
09	19	05	SAN MATEO	U
09	19	50	EL SALITRE (LAS RAMAS), CABECERA CANTONAL	U
09	19	51	GRAL. VERNAZA (DOS ESTEROS)	R
09	19	52	LA VICTORIA (ÑAUZA)	R
09	19	53	JUNQUILLAL	R
09	20	54	*SIMON BOLIVAR	R
09	20	55	YAGUACHI VIEJO (CONE)	R
09	20	56	VIRGEN DE FATIMA	R
09	21	50	GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL	U
09	22	50	SIMON BOLIVAR, CABECERA CANTONAL	U
09	23	50	CORONEL MARCELINO MARIDUEÑA (SAN CARLOS), CABECERA CANTONAL	U
09	24	50	LOMAS DE SARGENTILLO, CABECERA CANTONAL	U
09	24	51	*ISIDRO AYORA (SOLEDAD)	R
09	25	50	NARCISA DE JESUS, CABECERA CANTONAL	U
09	28	50	ISIDRO AYORA, CABECERA CANTONAL	U
10	01	01	CARANQUI	U
10	01	02	GUAYAQUIL DE ALPACHACA	U
10	01	03	SAGRARIO	U
10	01	04	SAN FRANCISCO	U
10	01	50	SAN MIGUEL DE IBARRA, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
10	01	51	AMBUQUI	R
10	01	52	ANGOCHAGUA	R
10	01	53	CAROLINA	R
10	01	54	LA ESPERANZA	R
10	01	55	LITA	R
10	01	56	SALINAS	R
10	01	57	SAN ANTONIO	R
10	02	01	ANDRADE MARIN  (LOURDES)	U
10	02	02	ATUNTAQUI	U
10	02	50	ATUNTAQUI, CABECERA CANTONAL	U
10	02	51	IMBAYA (SAN LUIS DE COBUENDO)	R
10	02	52	SAN FRANCISCO DE NATABUELA	R
10	02	53	SAN JOSE DE CHALTURA	R
10	02	54	SAN ROQUE	R
10	03	01	SAGRARIO	U
10	03	02	SAN FRANCISCO	U
10	03	50	COTACACHI, CABECERA CANTONAL	U
10	03	51	APUELA	R
10	03	52	GARCIA MORENO  (LLURIMAGUA)	R
10	03	53	IMANTAG	R
10	03	54	PEÑAHERRERA	R
10	03	55	PLAZA GUTIERREZ  (CALVARIO)	R
10	03	56	QUIROGA	R
10	04	01	JORDAN	U
10	04	02	SAN LUIS	U
10	04	50	OTAVALO, CABECERA CANTONAL	U
10	04	52	EUGENIO ESPEJO (CALPAQUI)	R
10	04	53	GONZALEZ SUAREZ	R
16	02	52	SHELL	R
16	03	50	SANTA CLARA, CABECERA CANTONAL	U
16	04	50	ARAJUNO, CABECERA CANTONAL	U
16	04	51	CURARAY	R
17	01	01	BELISARIO QUEVEDO	U
17	01	02	CARCELEN	U
17	01	03	CENTRO HISTORICO	U
17	01	04	COCHAPAMBA	U
17	01	05	COMITE DEL PUEBLO	U
17	01	06	COTOCOLLAO	U
17	01	07	CHILIBULO	U
17	01	08	CHILLOGALLO	U
17	01	09	CHIMBACALLE	U
17	01	10	EL CONDADO	U
17	01	11	GUAMANI	U
17	01	12	IÑAQUITO	U
17	01	13	ITCHIMBIA	U
17	01	14	JIPIJAPA	U
17	01	15	KENNEDY	U
17	01	16	LA ARGELIA	U
17	01	17	LA CONCEPCION	U
17	01	18	LA ECUATORIANA	U
17	01	19	LA FERROVIARIA	U
17	01	20	LA LIBERTAD	U
17	01	21	LA MAGDALENA	U
17	01	22	LA MENA	U
17	01	23	MARISCAL SUCRE	U
17	01	24	PONCEANO	U
17	01	25	PUENGASI	U
17	01	26	QUITUMBE	U
17	01	27	RUMIPAMBA	U
17	01	28	SAN BARTOLO	U
17	01	50	QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL PROVINCIAL Y DE LA REPUBLICA DEL ECUADOR	U
17	01	51	ALANGASI	R
17	01	52	AMAGUAÑA	R
17	01	53	ATAHUALPA (HABASPAMBA)	R
17	01	54	CALACALI	R
17	01	55	CALDERON (CARAPUNGO)	R
17	01	56	CONOCOTO	R
17	01	57	CUMBAYA	R
17	01	58	CHAVEZPAMBA	R
17	01	59	CHECA (CHILPA)	R
17	01	60	EL QUINCHE	R
17	01	61	GUALEA	R
17	01	62	GUANGOPOLO	R
17	01	63	GUAYLLABAMBA	R
17	01	64	LA MERCED	R
17	01	65	LLANO CHICO	R
17	01	66	LLOA	R
17	01	67	*MINDO	R
17	01	68	NANEGAL	R
17	01	69	NANEGALITO	R
17	01	70	NAYON	R
17	01	71	NONO	R
17	01	72	PACTO	R
17	01	73	*PEDRO VICENTE MALDONADO	R
17	01	74	PERUCHO	R
17	01	75	PIFO	R
17	01	76	PINTAG	R
17	01	77	POMASQUI	R
17	01	78	PUELLARO	R
17	01	79	PUEMBO	R
17	01	80	SAN ANTONIO	R
17	01	81	SAN JOSE DE MINAS	R
17	01	82	*SAN MIGUEL DE LOS BANCOS	R
17	01	83	TABABELA	R
17	01	84	TUMBACO	R
17	01	85	YARUQUI	R
17	01	86	ZAMBIZA	R
17	01	87	*PUERTO QUITO	R
17	02	01	AYORA	U
17	02	02	CAYAMBE	U
17	02	03	JUAN MONTALVO	U
17	02	50	CAYAMBE, CABECERA CANTONAL	U
17	02	51	ASCAZUBI	R
17	02	52	CANGAHUA	R
17	02	53	OLMEDO (PESILLO)	R
17	02	54	OTON	R
17	02	55	SANTA ROSA DE CUZUBAMBA	R
17	03	50	MACHACHI, CABECERA CANTONAL	U
17	03	51	ALOAG	R
17	03	52	ALOASI	R
17	03	53	CUTUGLAHUA	R
17	03	54	EL CHAUPI	R
17	03	56	TAMBILLO	R
17	03	57	UYUMBICHO	R
17	04	50	TABACUNDO, CABECERA CANTONAL	U
17	04	51	LA ESPERANZA	R
17	04	52	MALCHINGUI	R
17	04	53	TOCACHI	R
17	04	54	TUPIGACHI	R
17	05	01	SANGOLQUI	U
17	05	02	SAN PEDRO DE TABOADA	U
17	05	03	SAN RAFAEL	U
17	05	50	SANGOLQUI, CABECERA CANTONAL	U
17	05	51	COTOGCHOA	R
17	05	52	RUMIPAMBA	R
17	07	50	SAN MIGUEL DE LOS BANCOS , CABECERA CANTONAL	U
17	07	51	MINDO	R
17	07	52	*PEDRO VICENTE MALDONADO	R
17	07	53	*PUERTO QUITO	R
17	08	50	PEDRO VICENTE MALDONADO, CABECERA CANTONAL	U
17	09	50	PUERTO QUITO, CABECERA CANTONAL	U
18	01	01	ATOCHA - FICOA	U
18	01	02	CELIANO MONGE	U
18	01	03	HUACHI CHICO	U
18	01	04	HUACHI LORETO	U
18	01	05	LA MERCED	U
18	01	06	LA PENINSULA	U
18	01	07	MATRIZ	U
18	01	08	PISHILATA	U
18	01	09	SAN FRANCISCO	U
18	01	50	AMBATO, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
18	01	51	AMBATILLO	R
18	01	52	ATAHUALPA (CHISALATA)	R
18	01	55	HUACHI GRANDE	R
18	01	56	IZAMBA	R
18	01	57	JUAN BENIGNO VELA	R
18	01	58	MONTALVO	R
18	01	59	PASA	R
18	01	60	PICAIGUA	R
18	01	61	PILAGUIN (PILAHUIN)	R
18	01	62	QUISAPINCHA (QUIZAPINCHA)	R
18	01	63	SAN BARTOLOME DE PINLLOG	R
18	01	65	SANTA ROSA	R
18	01	66	TOTORAS	R
18	01	67	CUNCHIBAMBA	R
18	01	68	UNAMUNCHO	R
18	02	50	BAÑOS DE AGUA SANTA, CABECERA CANTONAL	U
18	02	51	LLIGUA	R
18	02	52	RIO NEGRO	R
18	02	53	RIO VERDE	R
18	02	54	ULBA	R
18	03	50	CEVALLOS, CABECERA CANTONAL	U
18	04	50	MOCHA, CABECERA CANTONAL	U
18	04	51	PINGUILI	R
18	05	50	PATATE, CABECERA CANTONAL	U
18	05	51	EL TRIUNFO	R
18	05	52	LOS ANDES (CAB. EN POATUG)	R
18	06	50	QUERO, CABECERA CANTONAL	U
18	06	51	RUMIPAMBA	R
18	07	01	PELILEO	U
18	07	02	PELILEO GRANDE	U
18	07	50	PELILEO, CABECERA CANTONAL	U
18	07	51	BENITEZ (PACHANLICA)	R
18	07	52	BOLIVAR	R
18	07	53	COTALO	R
18	07	55	EL ROSARIO (RUMICHACA)	R
18	07	56	GARCIA MORENO (CHUMAQUI)	R
18	07	57	GUAMBALO (HUAMBALO)	R
18	07	58	SALASACA	R
18	08	01	CIUDAD NUEVA	U
18	08	02	PILLARO	U
18	08	50	PILLARO, CABECERA CANTONAL	U
18	08	51	BAQUERIZO MORENO	R
18	08	52	EMILIO MARIA TERAN (RUMIPAMBA)	R
18	08	53	MARCOS ESPINEL (CHACATA)	R
18	08	55	SAN ANDRES	R
18	08	56	SAN JOSE DE POALO	R
18	09	50	TISALEO, CABECERA CANTONAL	U
18	09	51	QUINCHICOTO	R
19	01	01	EL LIMON	U
19	01	02	ZAMORA	U
19	01	50	ZAMORA, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
19	01	51	CUMBARATZA	R
19	01	52	GUADALUPE	R
19	01	53	IMBANA (LA VICTORIA DE IMBANA)	R
19	01	54	*PAQUISHA	R
19	01	55	SABANILLA	R
19	01	56	TIMBARA	R
19	01	57	*ZUMBI	R
19	01	58	SAN CARLOS DE LAS MINAS	R
19	02	50	ZUMBA, CABECERA CANTONAL	U
19	02	51	CHITO	R
19	02	52	EL CHORRO	R
19	02	53	*EL PORVENIR DEL CARMEN	R
19	02	55	*PALANDA	R
19	02	56	PUCAPAMBA	R
19	02	57	*SAN FRANCISCO DEL VERGEL	R
19	02	58	*VALLADOLID	R
19	03	50	GUAYZIMI, CABECERA CANTONAL	U
19	03	51	ZURMI	R
19	04	51	LA PAZ	R
19	04	52	TUTUPALI	R
19	05	50	YANTZAZA (YANZATZA), CABECERA CANTONAL	U
19	05	51	CHICAÑA	R
19	05	52	*EL PANGUI	R
19	05	53	LOS ENCUENTROS	R
19	06	50	EL PANGUI, CABECERA CANTONAL	U
19	06	51	EL GUISME	R
19	06	52	PACHICUTZA	R
19	06	53	TUNDAYME	R
19	07	50	ZUMBI, CABECERA CANTONAL	U
19	07	51	*PAQUISHA	R
19	08	50	PALANDA, CABECERA CANTONAL	U
19	08	51	EL PORVENIR DEL CARMEN	R
19	08	52	SAN FRANCISCO DEL VERGEL	R
20	01	50	PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
20	01	51	EL PROGRESO	R
20	02	50	PUERTO VILLAMIL, CABECERA CANTONAL	U
20	03	50	PUERTO AYORA, CABECERA CANTONAL	U
20	03	51	BELLAVISTA	R
20	03	52	SANTA ROSA (INCLUYE LA ISLA BALTRA)	R
21	01	50	NUEVA LOJA, CABECERA CANTONAL Y CAPITAL PROVINCIAL	U
21	01	51	*CUYABENO	R
21	01	53	GENERAL FARFAN	R
21	01	54	*TARAPOA	R
21	01	55	EL ENO	R
21	01	56	PACAYACU	R
21	01	57	JAMBELI	R
21	01	58	SANTA CECILIA	R
21	01	59	*AGUAS NEGRAS	R
21	02	50	*EL DORADO DE CASCALES, LUMBAQUI, CABECERA CANTONAL	U
21	02	51	EL REVENTADOR	R
21	02	52	GONZALO PIZARRO	R
21	02	53	*LUMBAQUI	R
21	02	54	PUERTO LIBRE	R
21	02	55	*SANTA ROSA DE SUCUMBIOS	R
21	03	50	PUERTO EL CARMEN DEL PUTUMAYO, CABECERA CANTONAL	U
21	03	51	PALMA ROJA	R
21	03	53	PUERTO RODRIGUEZ	R
21	03	54	SANTA ELENA	R
21	04	50	SHUSHUFINDI, CABECERA CANTONAL	U
21	04	51	LIMONCOCHA	R
21	04	52	PAÑACOCHA	R
21	04	53	SAN ROQUE (CAB. EN SAN VICENTE)	R
21	04	54	SAN PEDRO DE LOS COFANES	R
21	04	55	SIETE DE JULIO	R
21	05	50	LA BONITA, CABECERA CANTONAL	U
21	05	51	EL PLAYON DE SAN FRANCISCO	R
21	05	52	LA SOFIA	R
21	05	53	ROSA FLORIDA	R
21	05	54	SANTA BARBARA	R
21	06	50	EL DORADO DE CASCALES, CABECERA CANTONAL	U
21	06	51	SANTA ROSA DE SUCUMBIOS	R
21	06	52	SEVILLA	R
21	07	50	TARAPOA , CABECERA CANTONAL	U
21	07	51	CUYABENO	R
22	01	51	DAYUMA	R
22	01	52	TARACOA (CAB. EN NUEVA ESPERANZA: YUCA)	R
22	01	53	ALEJANDRO LABAKA	R
22	01	54	EL DORADO	R
22	01	55	EL EDEN	R
22	01	56	GARCIA MORENO	R
22	01	57	INES ARANGO (CAB. EN WESTERN)	R
22	01	58	LA BELLEZA	R
22	01	59	NUEVO PARAISO (CAB. EN UNIÓN CHIMBORAZO)	R
22	01	60	SAN JOSE DE GUAYUSA	R
22	01	61	SAN LUIS DE ARMENIA	R
22	02	50	NUEVO ROCAFUERTE, CABECERA CANTONAL	U
22	02	51	CAPITAN AUGUSTO RIVADENEYRA	R
22	02	52	CONONACO	R
22	02	53	SANTA MARIA DE HUIRIRIMA	R
22	02	54	TIPUTINI	R
22	02	55	YASUNI	R
22	03	50	LA JOYA DE LOS SACHAS, CABECERA CANTONAL	U
22	03	51	ENOKANQUI (CAB. EN EL PARAISO)	R
22	03	52	POMPEYA	R
22	03	53	SAN CARLOS	R
22	03	54	SAN SEBASTIAN DEL COCA	R
22	03	55	LAGO SAN PEDRO	R
22	03	56	RUMIPAMBA	R
22	03	57	TRES DE NOVIEMBRE	R
22	03	58	UNION MILAGREÑA	R
22	04	50	LORETO, CABECERA CANTONAL	U
22	04	51	AVILA (CAB. EN HUIRUNO)	R
22	04	52	PUERTO MURIALDO	R
22	04	53	SAN JOSE DE PAYAMINO	R
01	15	50	CAMILO PONCE ENRIQUEZ, CABECERA CANTONAL	U
23	01	01	ABRAHAM CALAZACON	U
23	01	02	BOMBOLI	U
23	01	03	CHIGUILPE	U
